ACSF1,0.92
Adiac,0.8414322250639387
AllGestureWiimoteX,0.6842857142857143
AllGestureWiimoteY,0.7171428571428572
AllGestureWiimoteZ,0.68
ArrowHead,0.8742857142857143
BME,1.0
Beef,0.8666666666666667
BeetleFly,0.9
BirdChicken,0.9
CBF,0.9988888888888889
Car,0.9166666666666666
Chinatown,0.9825072886297376
ChlorineConcentration,0.76328125
CinCECGTorso,0.8695652173913043
Coffee,1.0
Computers,0.732
CricketX,0.8179487179487179
CricketY,0.8256410256410256
CricketZ,0.8256410256410256
Crop,0.7513690476190477
DiatomSizeReduction,0.9281045751633987
DistalPhalanxOutlineAgeGroup,0.7482014388489209
DistalPhalanxOutlineCorrect,0.7717391304347826
DistalPhalanxTW,0.697841726618705
DodgerLoopDay,0.6625
DodgerLoopGame,0.8623188405797102
DodgerLoopWeekend,0.9855072463768116
ECG200,0.92
ECG5000,0.946
ECGFiveDays,1.0
EOGHorizontalSignal,0.5966850828729282
EOGVerticalSignal,0.5580110497237569
Earthquakes,0.7482014388489209
ElectricDevices,0.7340163402930878
EthanolLevel,0.598
FaceAll,0.8053254437869822
FaceFour,0.9886363636363636
FacesUCR,0.9565853658536585
FiftyWords,0.8417582417582418
Fish,0.9771428571428571
FordA,0.9492424242424242
FordB,0.8123456790123457
FreezerRegularTrain,0.9996491228070176
FreezerSmallTrain,0.9652631578947368
Fungi,1.0
GestureMidAirD1,0.7307692307692307
GestureMidAirD2,0.6307692307692307
GestureMidAirD3,0.45384615384615384
GesturePebbleZ1,0.9069767441860465
GesturePebbleZ2,0.8481012658227848
GunPoint,0.9933333333333333
GunPointAgeSpan,0.9968354430379747
GunPointMaleVersusFemale,1.0
GunPointOldVersusYoung,1.0
Ham,0.6952380952380952
HandOutlines,0.9378378378378378
Haptics,0.538961038961039
Herring,0.65625
HouseTwenty,0.9663865546218487
InlineSkate,0.4490909090909091
InsectEPGRegularTrain,1.0
InsectEPGSmallTrain,0.9959839357429718
InsectWingbeatSound,0.6742424242424242
ItalyPowerDemand,0.9659863945578231
LargeKitchenAppliances,0.872
Lightning2,0.7377049180327869
Lightning7,0.8082191780821918
Mallat,0.9432835820895522
Meat,0.9666666666666667
MedicalImages,0.7986842105263158
MelbournePedestrian,0.963509635096351
MiddlePhalanxOutlineAgeGroup,0.6168831168831169
MiddlePhalanxOutlineCorrect,0.845360824742268
MiddlePhalanxTW,0.538961038961039
MixedShapesRegularTrain,0.9711340206185567
MixedShapesSmallTrain,0.9529896907216495
MoteStrain,0.9289137380191693
NonInvasiveFetalECGThorax1,0.9430025445292621
NonInvasiveFetalECGThorax2,0.966412213740458
OSULeaf,0.9545454545454546
OliveOil,0.9333333333333333
PLAID,0.9478584729981379
PhalangesOutlinesCorrect,0.8275058275058275
Phoneme,0.2890295358649789
PickupGestureWiimoteZ,0.86
PigAirwayPressure,0.8798076923076923
PigArtPressure,0.9855769230769231
PigCVP,0.9519230769230769
Plane,1.0
PowerCons,1.0
ProximalPhalanxOutlineAgeGroup,0.8634146341463415
ProximalPhalanxOutlineCorrect,0.9003436426116839
ProximalPhalanxTW,0.8195121951219512
RefrigerationDevices,0.48
Rock,0.8
ScreenType,0.4693333333333333
SemgHandGenderCh2,0.885
SemgHandMovementCh2,0.6866666666666666
SemgHandSubjectCh2,0.8688888888888889
ShakeGestureWiimoteZ,0.88
ShapeletSim,1.0
ShapesAll,0.9216666666666666
SmallKitchenAppliances,0.8373333333333334
SmoothSubspace,0.9533333333333334
SonyAIBORobotSurface1,0.8935108153078203
SonyAIBORobotSurface2,0.9160545645330536
StarLightCurves,0.9811801845556095
Strawberry,0.981081081081081
SwedishLeaf,0.9632
Symbols,0.9839195979899498
SyntheticControl,0.99
ToeSegmentation1,0.9605263157894737
ToeSegmentation2,0.9230769230769231
Trace,1.0
TwoLeadECG,0.9982440737489026
TwoPatterns,0.99625
UMD,0.9930555555555556
UWaveGestureLibraryAll,0.9706867671691792
UWaveGestureLibraryX,0.8495254048017867
UWaveGestureLibraryY,0.7788944723618091
UWaveGestureLibraryZ,0.7981574539363484
Wafer,0.9995133030499675
Wine,0.8148148148148148
WordSynonyms,0.7601880877742947
Worms,0.7532467532467533
WormsTwoClass,0.7922077922077922
Yoga,0.9116666666666666
